enzyme	enzyme_name	ec	module	module_name
ec:2.3.-.-	 PIGW	2.3.-.-	M00065	GPI-anchor biosynthesis, core oligosaccharide
ec:2.4.1.-	 PIGM	2.4.1.-	M00065	GPI-anchor biosynthesis, core oligosaccharide
ec:2.4.1.-	 PIGV	2.4.1.-	M00065	GPI-anchor biosynthesis, core oligosaccharide
ec:2.7.-.-	 PIGN	2.7.-.-	M00065	GPI-anchor biosynthesis, core oligosaccharide
ec:2.4.1.-	 PIGB	2.4.1.-	M00065	GPI-anchor biosynthesis, core oligosaccharide
ec:2.7.-.-	 PIGO	2.7.-.-	M00065	GPI-anchor biosynthesis, core oligosaccharide
ec:2.4.1.80	 ceramide glucosyltransferase	2.4.1.80	M00066	Lactosylceramide biosynthesis
ec:2.4.1.274	 beta-1,4-galactosyltransferase 6	2.4.1.274	M00066	Lactosylceramide biosynthesis
ec:2.4.1.47	 ceramide galactosyltransferase	2.4.1.47	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid
ec:2.8.2.11	 galactosylceramide sulfotransferase	2.8.2.11	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid
ec:2.4.1.228	 A4GALT	2.4.1.228	M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer
ec:2.4.1.79	 B3GALNT1	2.4.1.79	M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer
ec:2.4.99.9	 SIAT9	2.4.99.9	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3
ec:2.4.99.8	 SIAT8A	2.4.99.8	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3
ec:2.4.99.-	 SIAT8A	2.4.99.-	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3
ec:2.4.99.-	 SIAT8E	2.4.99.-	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3
ec:2.4.1.206	 B3GNT5	2.4.1.206	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer
ec:2.4.1.86	 B3GALT1,B3GALT2,B3GALT5	2.4.1.86	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer
ec:2.4.1.-	 B3GALT1,B3GALT2,B3GALT5	2.4.1.-	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer
ec:2.4.1.206	 B3GNT5	2.4.1.206	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer
ec:2.4.1.275	 B4GALT1,B4GALT2,B4GALT3,B4GALT4	2.4.1.275	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer
ec:2.4.1.-	 B4GALT1,B4GALT2,B4GALT3,B4GALT4	2.4.1.-	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer
ec:2.4.99.18	 STT3; dolichyl-diphosphooligosaccharide--protein glycosyltransferase	2.4.99.18	M00072	N-glycosylation by oligosaccharyltransferase
ec:3.2.1.106	 mannosyl-oligosaccharide glucosidase	3.2.1.106	M00073	N-glycan precursor trimming
ec:3.2.1.84	 alpha 1,3-glucosidase	3.2.1.84	M00073	N-glycan precursor trimming
ec:3.2.1.209	 endoplasmic reticulum Man9GlcNAc2 1,2-alpha-mannosidase	3.2.1.209	M00073	N-glycan precursor trimming
ec:3.2.1.113	 mannosyl-oligosaccharide alpha-1,2-mannosidase	3.2.1.113	M00073	N-glycan precursor trimming
ec:3.2.1.84	 alpha 1,3-glucosidase	3.2.1.84	M00074	N-glycan biosynthesis, high-mannose type
ec:3.2.1.209	 endoplasmic reticulum Man9GlcNAc2 1,2-alpha-mannosidase	3.2.1.209	M00074	N-glycan biosynthesis, high-mannose type
ec:3.2.1.113	 mannosyl-oligosaccharide alpha-1,2-mannosidase	3.2.1.113	M00074	N-glycan biosynthesis, high-mannose type
ec:2.4.1.232	 alpha 1,6-mannosyltransferase	2.4.1.232	M00074	N-glycan biosynthesis, high-mannose type
ec:2.4.1.232	 mannan polymerase I complexes	2.4.1.232	M00074	N-glycan biosynthesis, high-mannose type
ec:2.4.1.232	 mannan polymerase II complex	2.4.1.232	M00074	N-glycan biosynthesis, high-mannose type
ec:2.4.1.-	 alpha 1,2-mannosyltransferase	2.4.1.-	M00074	N-glycan biosynthesis, high-mannose type
ec:3.2.1.114	 alpha-mannosidase II	3.2.1.114	M00075	N-glycan biosynthesis, complex type
ec:2.4.1.143	 alpha-1,6-mannosyl-glycoprotein	2.4.1.143	M00075	N-glycan biosynthesis, complex type
ec:2.4.1.144	 beta-1,4-mannosyl-glycoprotein	2.4.1.144	M00075	N-glycan biosynthesis, complex type
ec:2.4.1.145	 alpha-1,3-mannosylglycoprotein	2.4.1.145	M00075	N-glycan biosynthesis, complex type
ec:2.4.1.155	 alpha-1,3(6)-mannosylglycoprotein	2.4.1.155	M00075	N-glycan biosynthesis, complex type
ec:2.4.1.201	 alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C	2.4.1.201	M00075	N-glycan biosynthesis, complex type
ec:2.4.1.68	 glycoprotein 6-alpha-L-fucosyltransferase	2.4.1.68	M00075	N-glycan biosynthesis, complex type
ec:2.4.1.38	 beta-1,4-galactosyltransferase	2.4.1.38	M00075	N-glycan biosynthesis, complex type
ec:2.4.99.1	 beta-galactoside alpha-2,6-sialyltransferase	2.4.99.1	M00075	N-glycan biosynthesis, complex type
ec:3.1.6.13	 iduronate 2-sulfatase	3.1.6.13	M00076	Dermatan sulfate degradation
ec:3.2.1.76	 L-iduronidase	3.2.1.76	M00076	Dermatan sulfate degradation
ec:3.1.6.12	 arylsulfatase B	3.1.6.12	M00076	Dermatan sulfate degradation
ec:3.2.1.35	 hyaluronoglucosaminidase	3.2.1.35	M00076	Dermatan sulfate degradation
ec:3.2.1.31	 beta-glucuronidase	3.2.1.31	M00076	Dermatan sulfate degradation
ec:3.1.6.12	 arylsulfatase B	3.1.6.12	M00077	Chondroitin sulfate degradation
ec:3.2.1.35	 hyaluronoglucosaminidase	3.2.1.35	M00077	Chondroitin sulfate degradation
ec:3.2.1.31	 beta-glucuronidase	3.2.1.31	M00077	Chondroitin sulfate degradation
ec:3.1.6.4	 N-acetylgalactosamine-6-sulfatase	3.1.6.4	M00077	Chondroitin sulfate degradation
ec:3.2.1.166	 heparanase 	3.2.1.166	M00078	Heparan sulfate degradation
ec:3.2.1.-	 heparanase 	3.2.1.-	M00078	Heparan sulfate degradation
ec:3.1.6.13	 iduronate 2-sulfatase	3.1.6.13	M00078	Heparan sulfate degradation
ec:3.2.1.76	 L-iduronidase	3.2.1.76	M00078	Heparan sulfate degradation
ec:3.10.1.1	 N-sulfoglucosamine sulfohydrolase	3.10.1.1	M00078	Heparan sulfate degradation
ec:2.3.1.78	 heparan-alpha-glucosaminide N-acetyltransferase	2.3.1.78	M00078	Heparan sulfate degradation
ec:3.2.1.50	 alpha-N-acetylglucosaminidase	3.2.1.50	M00078	Heparan sulfate degradation
ec:3.2.1.31	 beta-glucuronidase	3.2.1.31	M00078	Heparan sulfate degradation
ec:3.1.6.14	 N-acetylglucosamine-6-sulfatase	3.1.6.14	M00078	Heparan sulfate degradation
ec:3.1.6.4	 N-acetylgalactosamine-6-sulfatase	3.1.6.4	M00079	Keratan sulfate degradation
ec:3.2.1.23	 beta-galactosidase	3.2.1.23	M00079	Keratan sulfate degradation
ec:3.1.6.14	 N-acetylglucosamine-6-sulfatase	3.1.6.14	M00079	Keratan sulfate degradation
ec:3.2.1.52	 beta-hexosaminidase	3.2.1.52	M00079	Keratan sulfate degradation
ec:3.1.1.11	 pectinesterase	3.1.1.11	M00081	Pectin degradation
ec:3.2.1.15	 polygalacturonase	3.2.1.15	M00081	Pectin degradation
ec:3.2.1.67	 galacturan 1,4-alpha-galacturonidase	3.2.1.67	M00081	Pectin degradation
ec:6.4.1.2	 acetyl-CoA carboxylase / biotin carboxylase	6.4.1.2	M00082	Fatty acid biosynthesis, initiation
ec:6.4.1.2	 acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2	M00082	Fatty acid biosynthesis, initiation
ec:6.4.1.2	 acetyl-/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein	6.4.1.2	M00082	Fatty acid biosynthesis, initiation
ec:6.4.1.2	 acetyl-CoA carboxylase carboxyl transferase subunit	6.4.1.2	M00082	Fatty acid biosynthesis, initiation
ec:6.4.1.2	 acetyl/propionyl-CoA carboxylase carboxyl transferase subunit	6.4.1.2	M00082	Fatty acid biosynthesis, initiation
ec:2.3.1.85	 fatty-acid synthase	2.3.1.85	M00082	Fatty acid biosynthesis, initiation
ec:2.3.1.86	 fatty-acyl-CoA synthase	2.3.1.86	M00082	Fatty acid biosynthesis, initiation
ec:2.3.1.-	 fatty acid synthase, bacteria type	2.3.1.-	M00082	Fatty acid biosynthesis, initiation
ec:2.3.1.39	 [acyl-carrier-protein] S-malonyltransferase	2.3.1.39	M00082	Fatty acid biosynthesis, initiation
ec:2.3.1.180	 acetoacetyl-[acyl-carrier protein] synthase	2.3.1.180	M00082	Fatty acid biosynthesis, initiation
ec:2.3.1.85	 fatty acid synthase, animal type	2.3.1.85	M00083	Fatty acid biosynthesis, elongation
ec:2.3.1.86	 fatty acid synthase, fungi type	2.3.1.86	M00083	Fatty acid biosynthesis, elongation
ec:2.3.1.-	 fatty acid synthase, actinobacteria type	2.3.1.-	M00083	Fatty acid biosynthesis, elongation
ec:2.3.1.41	 3-oxoacyl-[acyl-carrier-protein] synthase I	2.3.1.41	M00083	Fatty acid biosynthesis, elongation
ec:2.3.1.179	 3-oxoacyl-[acyl-carrier-protein] synthase II	2.3.1.179	M00083	Fatty acid biosynthesis, elongation
ec:1.1.1.100	 3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	M00083	Fatty acid biosynthesis, elongation
ec:4.2.1.59	 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	4.2.1.59	M00083	Fatty acid biosynthesis, elongation
ec:1.3.1.9	 enoyl-[acyl-carrier protein] reductase	1.3.1.9	M00083	Fatty acid biosynthesis, elongation
ec:1.3.1.104	 enoyl-[acyl-carrier protein] reductase	1.3.1.104	M00083	Fatty acid biosynthesis, elongation
ec:2.3.1.16	 acetyl-CoA acyltransferase	2.3.1.16	M00085	Fatty acid elongation in mitochondria
ec:1.1.1.35	 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	M00085	Fatty acid elongation in mitochondria
ec:4.2.1.17	 enoyl-CoA hydratase	4.2.1.17	M00085	Fatty acid elongation in mitochondria
ec:4.2.1.17	 enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase	4.2.1.17	M00085	Fatty acid elongation in mitochondria
ec:1.1.1.211	 enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase	1.1.1.211	M00085	Fatty acid elongation in mitochondria
ec:1.3.1.38	 trans-2-enoyl-CoA reductase	1.3.1.38	M00085	Fatty acid elongation in mitochondria
ec:6.2.1.3	 long-chain fatty-acid-CoA ligase	6.2.1.3	M00086	beta-Oxidation, acyl-CoA synthesis
ec:6.2.1.3	 long-chain-fatty-acid--CoA ligase ACSBG	6.2.1.3	M00086	beta-Oxidation, acyl-CoA synthesis
ec:1.3.3.6	 acyl-CoA oxidase	1.3.3.6	M00087	beta-Oxidation
ec:1.3.8.7	 acyl-CoA dehydrogenase	1.3.8.7	M00087	beta-Oxidation
ec:1.3.8.8	 long-chain-acyl-CoA dehydrogenase	1.3.8.8	M00087	beta-Oxidation
ec:1.3.99.-	 acyl-CoA dehydrogenase	1.3.99.-	M00087	beta-Oxidation
ec:1.3.8.9	 very long chain acyl-CoA dehydrogenase	1.3.8.9	M00087	beta-Oxidation
ec:4.2.1.17	 enoyl-CoA hydratase	4.2.1.17	M00087	beta-Oxidation
ec:1.1.1.35	 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	M00087	beta-Oxidation
ec:1.1.1.35	 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35	M00087	beta-Oxidation
ec:4.2.1.17	 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	4.2.1.17	M00087	beta-Oxidation
ec:5.1.2.3	 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	5.1.2.3	M00087	beta-Oxidation
ec:5.3.3.8	 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	5.3.3.8	M00087	beta-Oxidation
ec:4.2.1.17	 enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17	M00087	beta-Oxidation
ec:1.1.1.35	 enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	1.1.1.35	M00087	beta-Oxidation
ec:5.3.3.8	 enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	5.3.3.8	M00087	beta-Oxidation
ec:4.2.1.17	 enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase	4.2.1.17	M00087	beta-Oxidation
ec:1.1.1.211	 enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase	1.1.1.211	M00087	beta-Oxidation
ec:4.2.1.17	 enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	4.2.1.17	M00087	beta-Oxidation
ec:1.1.1.35	 enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	M00087	beta-Oxidation
ec:1.1.1.211	 enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	1.1.1.211	M00087	beta-Oxidation
ec:2.3.1.16	 acetyl-CoA acyltransferase	2.3.1.16	M00087	beta-Oxidation
ec:2.3.1.9	 acetyl-CoA C-acetyltransferase	2.3.1.9	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
ec:2.3.3.10	 hydroxymethylglutaryl-CoA synthase	2.3.3.10	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
ec:4.1.3.4	 hydroxymethylglutaryl-CoA lyase	4.1.3.4	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
ec:1.1.1.30	 3-hydroxybutyrate dehydrogenase	1.1.1.30	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
ec:4.1.1.4	 acetoacetate decarboxylase	4.1.1.4	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
ec:2.3.1.15	 glycerol 3-phosphate acyltransferase	2.3.1.15	M00089	Triacylglycerol biosynthesis
ec:2.3.1.51	 1-acyl-sn-glycerol-3-phosphate acyltransferase	2.3.1.51	M00089	Triacylglycerol biosynthesis
ec:3.1.3.4	 phosphatidate phosphatase	3.1.3.4	M00089	Triacylglycerol biosynthesis
ec:3.1.3.81	 diacylglycerol diphosphate phosphatase / phosphatidate phosphatase	3.1.3.81	M00089	Triacylglycerol biosynthesis
ec:3.1.3.4	 diacylglycerol diphosphate phosphatase / phosphatidate phosphatase	3.1.3.4	M00089	Triacylglycerol biosynthesis
ec:2.3.1.20	 diacylglycerol O-acyltransferase	2.3.1.20	M00089	Triacylglycerol biosynthesis
ec:2.7.1.32	 choline kinase	2.7.1.32	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC
ec:2.7.7.15	 choline-phosphate cytidylyltransferase	2.7.7.15	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC
ec:2.7.8.2	 diacylglycerol cholinephosphotransferase	2.7.8.2	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC
ec:2.1.1.17	 phosphatidylethanolamine N-methyltransferase	2.1.1.17	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC
ec:2.1.1.71	 phosphatidyl-N-methylethanolamine N-methyltransferase	2.1.1.71	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC
ec:2.7.1.82	 ethanolamine kinase	2.7.1.82	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE
ec:2.7.7.14	 ethanolamine-phosphate cytidylyltransferase	2.7.7.14	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE
ec:2.7.8.1	 ethanolaminephosphotransferase	2.7.8.1	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE
ec:2.7.7.41	 phosphatidate cytidylyltransferase	2.7.7.41	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
ec:2.7.8.8	 phosphatidylserine synthase	2.7.8.8	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
ec:4.1.1.65	 phosphatidylserine decarboxylase	4.1.1.65	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
ec:2.3.1.50	 serine palmitoyltransferase	2.3.1.50	M00094	Ceramide biosynthesis
ec:1.1.1.102	 3-dehydrosphinganine reductase	1.1.1.102	M00094	Ceramide biosynthesis
ec:2.3.1.24	 acyl-CoA-dependent ceramide synthase	2.3.1.24	M00094	Ceramide biosynthesis
ec:2.3.1.291	 sphingoid base N-palmitoyltransferase	2.3.1.291	M00094	Ceramide biosynthesis
ec:1.14.19.17	 sphingolipid 4-desaturase	1.14.19.17	M00094	Ceramide biosynthesis
ec:2.3.1.9	 acetyl-CoA C-acetyltransferase	2.3.1.9	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
ec:2.3.3.10	 hydroxymethylglutaryl-CoA synthase	2.3.3.10	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
ec:1.1.1.34	 3-hydroxy-3-methylglutaryl-CoA reductase	1.1.1.34	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
ec:2.7.1.36	 mevalonate kinase	2.7.1.36	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
ec:2.7.4.2	 phosphomevalonate kinase	2.7.4.2	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
ec:4.1.1.33	 diphosphomevalonate decarboxylase	4.1.1.33	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
ec:5.3.3.2	 isopentenyl-diphosphate delta-isomerase	5.3.3.2	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
ec:2.2.1.7	 1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:1.1.1.267	 1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:2.7.7.60	 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	2.7.7.60	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:2.7.1.148	 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	2.7.1.148	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:4.6.1.12	 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	4.6.1.12	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:1.17.7.1	 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	1.17.7.1	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:1.17.7.3	 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	1.17.7.3	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:1.17.7.4	 4-hydroxy-3-methylbut-2-enyl diphosphate reductase	1.17.7.4	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:5.3.3.2	 isopentenyl-diphosphate delta-isomerase	5.3.3.2	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:2.5.1.32	 phytoene synthase	2.5.1.32	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene
ec:1.3.5.5	 15-cis-phytoene desaturase	1.3.5.5	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene
ec:5.2.1.12	 zeta-carotene isomerase	5.2.1.12	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene
ec:1.3.5.6	 zeta-carotene desaturase	1.3.5.6	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene
ec:5.2.1.13	 prolycopene isomerase	5.2.1.13	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene
ec:5.5.1.19	 lycopene beta-cyclase	5.5.1.19	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene
ec:3.1.1.3	 triacylglycerol lipase	3.1.1.3	M00098	Acylglycerol degradation
ec:3.1.1.23	 acylglycerol lipase	3.1.1.23	M00098	Acylglycerol degradation
ec:2.3.1.50	 serine palmitoyltransferase	2.3.1.50	M00099	Sphingosine biosynthesis
ec:1.1.1.102	 3-dehydrosphinganine reductase	1.1.1.102	M00099	Sphingosine biosynthesis
ec:2.3.1.24	 Acyl-CoA-dependent ceramide synthase	2.3.1.24	M00099	Sphingosine biosynthesis
ec:2.3.1.291	 sphingoid base N-palmitoyltransferase	2.3.1.291	M00099	Sphingosine biosynthesis
ec:1.14.19.17	 sphingolipid 4-desaturase	1.14.19.17	M00099	Sphingosine biosynthesis
ec:3.5.1.23	 ceramidase	3.5.1.23	M00099	Sphingosine biosynthesis
ec:2.7.1.91	 sphingosine kinase	2.7.1.91	M00100	Sphingosine degradation
ec:4.1.2.27	 sphinganine-1-phosphate aldolase	4.1.2.27	M00100	Sphingosine degradation
ec:5.4.99.7	 lanosterol synthase	5.4.99.7	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:1.14.14.154	 sterol 14alpha-demethylase	1.14.14.154	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:1.3.1.70	 delta14-sterol reductase	1.3.1.70	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:1.14.18.9	 methylsterol monooxygenase	1.14.18.9	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:1.1.1.170	 sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating)	1.1.1.170	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:1.1.1.270	 3-keto steroid reductase	1.1.1.270	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:1.3.1.72	 delta24-sterol reductase	1.3.1.72	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:5.3.3.5	 cholestenol delta-isomerase	5.3.3.5	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:1.14.19.20	 delta7-sterol 5-desaturase	1.14.19.20	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:1.3.1.21	 7-dehydrocholesterol reductase	1.3.1.21	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:2.1.1.41	 sterol 24-C-methyltransferase	2.1.1.41	M00102	Ergocalciferol biosynthesis
ec:5.-.-.-	 C-8 sterol isomerase	5.-.-.-	M00102	Ergocalciferol biosynthesis
ec:1.14.19.20	 Delta7-sterol 5-desaturase	1.14.19.20	M00102	Ergocalciferol biosynthesis
ec:1.14.19.41	 sterol 22-desaturase	1.14.19.41	M00102	Ergocalciferol biosynthesis
ec:1.3.1.71	 Delta24(24(1))-sterol reductase	1.3.1.71	M00102	Ergocalciferol biosynthesis
ec:1.14.14.24	 cytochrome P450, family 2, subfamily R, polypeptide 1 (vitamin D 25-hydroxylase	1.14.14.24	M00103	Cholecalciferol biosynthesis
ec:1.14.13.13	 cytochrome P450, family 27, subfamily B (25-hydroxyvitamin D3	1.14.13.13	M00103	Cholecalciferol biosynthesis
ec:1.14.14.23	 cholesterol 7alpha-monooxygenase	1.14.14.23	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
ec:1.1.1.181	 cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase	1.1.1.181	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
ec:1.14.18.8	 sterol 12-alpha-hydroxylase	1.14.18.8	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
ec:1.3.1.3	 3-oxo-5-beta-steroid 4-dehydrogenase	1.3.1.3	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
ec:1.1.1.50	 3-alpha-hydroxysteroid dehydrogenase	1.1.1.50	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
ec:1.14.15.15	 cholestanetriol 26-monooxygenase	1.14.15.15	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
ec:6.2.1.7	 solute carrier family 27 (fatty acid transporter), member 5	6.2.1.7	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
ec:5.1.99.4	 alpha-methylacyl-CoA racemase	5.1.99.4	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
ec:1.17.99.3	 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase	1.17.99.3	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
ec:1.1.1.-	 (3R)-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase	1.1.1.-	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
ec:4.2.1.107	 (3R)-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase	4.2.1.107	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
ec:2.3.1.176	 sterol carrier protein 2	2.3.1.176	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
ec:3.1.2.27	 acyl-CoA thioesterase 8	3.1.2.27	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
ec:6.2.1.7	 solute carrier family 27 (fatty acid transporter), member 5	6.2.1.7	M00106	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate
ec:2.3.1.65	 bile acid-CoA:amino acid N-acyltransferase	2.3.1.65	M00106	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate
ec:1.14.15.6	 cytochrome P450, family 11, subfamily A (cholesterol monooxygenase	1.14.15.6	M00107	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone
ec:1.1.1.145	 3beta-hydroxy-delta5-steroid dehydrogenase	1.1.1.145	M00107	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone
ec:1.14.14.16	 cytochrome P450, family 21, subfamily A (steroid 21-monooxygenase)	1.14.14.16	M00108	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone
ec:1.14.15.4	 cytochrome P450, family 11, subfamily B1 (steroid  11beta-monooxygenase)	1.14.15.4	M00108	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone
ec:1.14.15.4	 cytochrome P450, family 11, subfamily B2 (steroid 11beta-monooxygenase / corticosterone 18-monooxygenase)	1.14.15.4	M00108	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone
ec:1.14.15.5	 cytochrome P450, family 11, subfamily B2 (steroid 11beta-monooxygenase / corticosterone 18-monooxygenase)	1.14.15.5	M00108	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone
