pathway	compound	compound_name	pathway_name
path:map01130	cpd:C00183	L-Valine; 2-Amino-3-methylbutyric acid	Biosynthesis of antibiotics
path:map01210	cpd:C00183	L-Valine; 2-Amino-3-methylbutyric acid	2-Oxocarboxylic acid metabolism
path:map01230	cpd:C00183	L-Valine; 2-Amino-3-methylbutyric acid	Biosynthesis of amino acids
NA	cpd:C00183	L-Valine; 2-Amino-3-methylbutyric acid	NA
NA	cpd:C00183	L-Valine; 2-Amino-3-methylbutyric acid	NA
NA	cpd:C00183	L-Valine; 2-Amino-3-methylbutyric acid	NA
NA	cpd:C00183	L-Valine; 2-Amino-3-methylbutyric acid	NA
path:map00561	cpd:C00184	Glycerone; Dihydroxyacetone; 1,3-Dihydroxyacetone; 1,3-Dihydroxy-2-propanone; 1,3-Dihydroxypropan-2-one	Glycerolipid metabolism
path:map00680	cpd:C00184	Glycerone; Dihydroxyacetone; 1,3-Dihydroxyacetone; 1,3-Dihydroxy-2-propanone; 1,3-Dihydroxypropan-2-one	Methane metabolism
path:map01100	cpd:C00184	Glycerone; Dihydroxyacetone; 1,3-Dihydroxyacetone; 1,3-Dihydroxy-2-propanone; 1,3-Dihydroxypropan-2-one	Metabolic pathways
path:map01120	cpd:C00184	Glycerone; Dihydroxyacetone; 1,3-Dihydroxyacetone; 1,3-Dihydroxy-2-propanone; 1,3-Dihydroxypropan-2-one	Microbial metabolism in diverse environments
path:map01200	cpd:C00184	Glycerone; Dihydroxyacetone; 1,3-Dihydroxyacetone; 1,3-Dihydroxy-2-propanone; 1,3-Dihydroxypropan-2-one	Carbon metabolism
path:map00500	cpd:C00185	Cellobiose; 1-beta-D-Glucopyranosyl-4-D-glucopyranose	Starch and sucrose metabolism
path:map01100	cpd:C00185	Cellobiose; 1-beta-D-Glucopyranosyl-4-D-glucopyranose	Metabolic pathways
NA	cpd:C00185	Cellobiose; 1-beta-D-Glucopyranosyl-4-D-glucopyranose	NA
NA	cpd:C00185	Cellobiose; 1-beta-D-Glucopyranosyl-4-D-glucopyranose	NA
path:map00010	cpd:C00186	(S)-Lactate; L-Lactate; L-Lactic acid	Glycolysis / Gluconeogenesis
path:map00051	cpd:C00186	(S)-Lactate; L-Lactate; L-Lactic acid	Fructose and mannose metabolism
path:map00620	cpd:C00186	(S)-Lactate; L-Lactate; L-Lactic acid	Pyruvate metabolism
path:map00640	cpd:C00186	(S)-Lactate; L-Lactate; L-Lactic acid	Propanoate metabolism
path:map00643	cpd:C00186	(S)-Lactate; L-Lactate; L-Lactic acid	Styrene degradation
path:map01100	cpd:C00186	(S)-Lactate; L-Lactate; L-Lactic acid	Metabolic pathways
path:map01110	cpd:C00186	(S)-Lactate; L-Lactate; L-Lactic acid	Biosynthesis of secondary metabolites
path:map01120	cpd:C00186	(S)-Lactate; L-Lactate; L-Lactic acid	Microbial metabolism in diverse environments
path:map01130	cpd:C00186	(S)-Lactate; L-Lactate; L-Lactic acid	Biosynthesis of antibiotics
NA	cpd:C00186	(S)-Lactate; L-Lactate; L-Lactic acid	NA
NA	cpd:C00186	(S)-Lactate; L-Lactate; L-Lactic acid	NA
NA	cpd:C00186	(S)-Lactate; L-Lactate; L-Lactic acid	NA
NA	cpd:C00186	(S)-Lactate; L-Lactate; L-Lactic acid	NA
path:map00100	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	Steroid biosynthesis
path:map00120	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	Primary bile acid biosynthesis
path:map00140	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	Steroid hormone biosynthesis
path:map00981	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	Insect hormone biosynthesis
path:map00984	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	Steroid degradation
path:map01066	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	Biosynthesis of alkaloids derived from terpenoid and polyketide
path:map01100	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	Metabolic pathways
path:map01120	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	Microbial metabolism in diverse environments
NA	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	NA
NA	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	NA
NA	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	NA
NA	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	NA
NA	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	NA
NA	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	NA
NA	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	NA
NA	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	NA
NA	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	NA
NA	cpd:C00187	Cholesterol; Cholest-5-en-3beta-ol	NA
path:map00260	cpd:C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	Glycine, serine and threonine metabolism
path:map00261	cpd:C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	Monobactam biosynthesis
path:map00290	cpd:C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	Valine, leucine and isoleucine biosynthesis
path:map00860	cpd:C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	Porphyrin and chlorophyll metabolism
NA	cpd:C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	NA
path:map01060	cpd:C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	Biosynthesis of plant secondary metabolites
path:map01100	cpd:C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	Metabolic pathways
path:map01110	cpd:C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	Biosynthesis of secondary metabolites
path:map01120	cpd:C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	Microbial metabolism in diverse environments
path:map01130	cpd:C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	Biosynthesis of antibiotics
path:map01230	cpd:C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	Biosynthesis of amino acids
NA	cpd:C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	NA
NA	cpd:C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	NA
NA	cpd:C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	NA
path:map00564	cpd:C00189	Ethanolamine; Aminoethanol; 2-Hydroxyethylamine	Glycerophospholipid metabolism
path:map01100	cpd:C00189	Ethanolamine; Aminoethanol; 2-Hydroxyethylamine	Metabolic pathways
NA	cpd:C00189	Ethanolamine; Aminoethanol; 2-Hydroxyethylamine	NA
path:map00520	cpd:C00190	UDP-D-xylose; UDP-xylose; UDP-alpha-D-xylose	Amino sugar and nucleotide sugar metabolism
path:map00908	cpd:C00190	UDP-D-xylose; UDP-xylose; UDP-alpha-D-xylose	Zeatin biosynthesis
path:map01100	cpd:C00190	UDP-D-xylose; UDP-xylose; UDP-alpha-D-xylose	Metabolic pathways
path:map00040	cpd:C00191	D-Glucuronate; Glucuronic acid; Glucuronate	Pentose and glucuronate interconversions
path:map00053	cpd:C00191	D-Glucuronate; Glucuronic acid; Glucuronate	Ascorbate and aldarate metabolism
path:map00520	cpd:C00191	D-Glucuronate; Glucuronic acid; Glucuronate	Amino sugar and nucleotide sugar metabolism
path:map00562	cpd:C00191	D-Glucuronate; Glucuronic acid; Glucuronate	Inositol phosphate metabolism
path:map01100	cpd:C00191	D-Glucuronate; Glucuronic acid; Glucuronate	Metabolic pathways
path:map00910	cpd:C00192	Hydroxylamine; NH2OH	Nitrogen metabolism
path:map01120	cpd:C00192	Hydroxylamine; NH2OH	Microbial metabolism in diverse environments
NA	cpd:C00193	Aromatic aldehyde	NA
path:map00860	cpd:C00194	Cobamide coenzyme; Adenosylcobalamin; Adenosylcob(III)alamin; Deoxyadenosylcobalamin; Cobamamide; Vitamin B12 coenzyme; 5,6-Dimethylbenzimidazolyl-5-deoxyadenosyl-cobamide; (5'-Deoxy-5'-adenosyl)cobamide coenzyme; (5,6-Dimethylbenzimidazolyl)cobamide coenzyme; alpha-(5,6-Dimethylbenzimidazolyl)cobamide coenzyme; 5'-Deoxy-5'-adenosylcobalamin; 5'-Deoxy-5'-adenosyl vitamin B12; 5'-Deoxy-5'-adenosyl-5,6-dimethylbenzimidazolylcobamide; 5,6-Dimethylbenzimidazolyl-Co-5'-deoxy-5'-adenosylcobamide; Calomide; Cobalamin coenzyme; Coenzyme B12; DMBC coenzyme; Dibencozide; Funacomide	Porphyrin and chlorophyll metabolism
path:map01100	cpd:C00194	Cobamide coenzyme; Adenosylcobalamin; Adenosylcob(III)alamin; Deoxyadenosylcobalamin; Cobamamide; Vitamin B12 coenzyme; 5,6-Dimethylbenzimidazolyl-5-deoxyadenosyl-cobamide; (5'-Deoxy-5'-adenosyl)cobamide coenzyme; (5,6-Dimethylbenzimidazolyl)cobamide coenzyme; alpha-(5,6-Dimethylbenzimidazolyl)cobamide coenzyme; 5'-Deoxy-5'-adenosylcobalamin; 5'-Deoxy-5'-adenosyl vitamin B12; 5'-Deoxy-5'-adenosyl-5,6-dimethylbenzimidazolylcobamide; 5,6-Dimethylbenzimidazolyl-Co-5'-deoxy-5'-adenosylcobamide; Calomide; Cobalamin coenzyme; Coenzyme B12; DMBC coenzyme; Dibencozide; Funacomide	Metabolic pathways
path:map00600	cpd:C00195	N-Acylsphingosine; Ceramide; N-Acylsphing-4-enine; (4E)-Sphing-4-enine ceramide	Sphingolipid metabolism
path:map01100	cpd:C00195	N-Acylsphingosine; Ceramide; N-Acylsphing-4-enine; (4E)-Sphing-4-enine ceramide	Metabolic pathways
NA	cpd:C00195	N-Acylsphingosine; Ceramide; N-Acylsphing-4-enine; (4E)-Sphing-4-enine ceramide	NA
NA	cpd:C00195	N-Acylsphingosine; Ceramide; N-Acylsphing-4-enine; (4E)-Sphing-4-enine ceramide	NA
NA	cpd:C00195	N-Acylsphingosine; Ceramide; N-Acylsphing-4-enine; (4E)-Sphing-4-enine ceramide	NA
NA	cpd:C00195	N-Acylsphingosine; Ceramide; N-Acylsphing-4-enine; (4E)-Sphing-4-enine ceramide	NA
NA	cpd:C00195	N-Acylsphingosine; Ceramide; N-Acylsphing-4-enine; (4E)-Sphing-4-enine ceramide	NA
NA	cpd:C00195	N-Acylsphingosine; Ceramide; N-Acylsphing-4-enine; (4E)-Sphing-4-enine ceramide	NA
NA	cpd:C00195	N-Acylsphingosine; Ceramide; N-Acylsphing-4-enine; (4E)-Sphing-4-enine ceramide	NA
path:map00362	cpd:C00196	2,3-Dihydroxybenzoate; 2,3-Dihydroxybenzoic acid	Benzoate degradation
path:map00627	cpd:C00196	2,3-Dihydroxybenzoate; 2,3-Dihydroxybenzoic acid	Aminobenzoate degradation
path:map01053	cpd:C00196	2,3-Dihydroxybenzoate; 2,3-Dihydroxybenzoic acid	Biosynthesis of siderophore group nonribosomal peptides
path:map01061	cpd:C00196	2,3-Dihydroxybenzoate; 2,3-Dihydroxybenzoic acid	Biosynthesis of phenylpropanoids
path:map01110	cpd:C00196	2,3-Dihydroxybenzoate; 2,3-Dihydroxybenzoic acid	Biosynthesis of secondary metabolites
path:map01120	cpd:C00196	2,3-Dihydroxybenzoate; 2,3-Dihydroxybenzoic acid	Microbial metabolism in diverse environments
path:map01130	cpd:C00196	2,3-Dihydroxybenzoate; 2,3-Dihydroxybenzoic acid	Biosynthesis of antibiotics
path:map00010	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Glycolysis / Gluconeogenesis
path:map00030	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Pentose phosphate pathway
path:map00260	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Glycine, serine and threonine metabolism
path:map00561	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Glycerolipid metabolism
path:map00630	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Glyoxylate and dicarboxylate metabolism
path:map00680	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Methane metabolism
path:map00710	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Carbon fixation in photosynthetic organisms
path:map01060	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Biosynthesis of plant secondary metabolites
path:map01061	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Biosynthesis of phenylpropanoids
path:map01062	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Biosynthesis of terpenoids and steroids
path:map01063	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Biosynthesis of alkaloids derived from shikimate pathway
path:map01064	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid
path:map01065	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Biosynthesis of alkaloids derived from histidine and purine
path:map01066	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Biosynthesis of alkaloids derived from terpenoid and polyketide
path:map01070	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Biosynthesis of plant hormones
path:map01100	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Metabolic pathways
path:map01110	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Biosynthesis of secondary metabolites
path:map01120	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Microbial metabolism in diverse environments
path:map01130	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Biosynthesis of antibiotics
path:map01200	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Carbon metabolism
path:map01230	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	Biosynthesis of amino acids
NA	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	NA
NA	cpd:C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	NA
path:map00030	cpd:C00198	D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone	Pentose phosphate pathway
path:map01100	cpd:C00198	D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone	Metabolic pathways
path:map01110	cpd:C00198	D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone	Biosynthesis of secondary metabolites
path:map01120	cpd:C00198	D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone	Microbial metabolism in diverse environments
path:map01130	cpd:C00198	D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone	Biosynthesis of antibiotics
path:map01200	cpd:C00198	D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone	Carbon metabolism
path:map00030	cpd:C00199	D-Ribulose 5-phosphate	Pentose phosphate pathway
path:map00040	cpd:C00199	D-Ribulose 5-phosphate	Pentose and glucuronate interconversions
path:map00540	cpd:C00199	D-Ribulose 5-phosphate	Lipopolysaccharide biosynthesis
path:map00680	cpd:C00199	D-Ribulose 5-phosphate	Methane metabolism
path:map00710	cpd:C00199	D-Ribulose 5-phosphate	Carbon fixation in photosynthetic organisms
path:map00740	cpd:C00199	D-Ribulose 5-phosphate	Riboflavin metabolism
path:map00750	cpd:C00199	D-Ribulose 5-phosphate	Vitamin B6 metabolism
path:map01100	cpd:C00199	D-Ribulose 5-phosphate	Metabolic pathways
path:map01110	cpd:C00199	D-Ribulose 5-phosphate	Biosynthesis of secondary metabolites
path:map01120	cpd:C00199	D-Ribulose 5-phosphate	Microbial metabolism in diverse environments
path:map01130	cpd:C00199	D-Ribulose 5-phosphate	Biosynthesis of antibiotics
path:map01200	cpd:C00199	D-Ribulose 5-phosphate	Carbon metabolism
path:map01230	cpd:C00199	D-Ribulose 5-phosphate	Biosynthesis of amino acids
NA	cpd:C00200	Phenazine methosulfate; N-Methylphenazonium methosulfate; 5-Methylphenazinium methyl sulphate	NA
NA	cpd:C00201	Nucleoside triphosphate; NTP; Nucleoside 5'-triphosphate	NA
NA	cpd:C00202	Isoflurophate; Diisopropyl fluorophosphate; DFP	NA
path:map00520	cpd:C00203	UDP-N-acetyl-D-galactosamine; UDP-N-acetyl-alpha-D-galactosamine	Amino sugar and nucleotide sugar metabolism
path:map01100	cpd:C00203	UDP-N-acetyl-D-galactosamine; UDP-N-acetyl-alpha-D-galactosamine	Metabolic pathways
path:map00030	cpd:C00204	2-Dehydro-3-deoxy-D-gluconate; 2-Keto-3-deoxy-D-gluconate	Pentose phosphate pathway
path:map00040	cpd:C00204	2-Dehydro-3-deoxy-D-gluconate; 2-Keto-3-deoxy-D-gluconate	Pentose and glucuronate interconversions
path:map01100	cpd:C00204	2-Dehydro-3-deoxy-D-gluconate; 2-Keto-3-deoxy-D-gluconate	Metabolic pathways
path:map01120	cpd:C00204	2-Dehydro-3-deoxy-D-gluconate; 2-Keto-3-deoxy-D-gluconate	Microbial metabolism in diverse environments
path:map01200	cpd:C00204	2-Dehydro-3-deoxy-D-gluconate; 2-Keto-3-deoxy-D-gluconate	Carbon metabolism
NA	cpd:C00205	hn; Light; Photon; hnu	NA
path:map00230	cpd:C00206	dADP; 2'-Deoxyadenosine 5'-diphosphate	Purine metabolism
path:map01100	cpd:C00206	dADP; 2'-Deoxyadenosine 5'-diphosphate	Metabolic pathways
path:map00072	cpd:C00207	Acetone; Dimethyl ketone; 2-Propanone	Synthesis and degradation of ketone bodies
path:map00640	cpd:C00207	Acetone; Dimethyl ketone; 2-Propanone	Propanoate metabolism
path:map01100	cpd:C00207	Acetone; Dimethyl ketone; 2-Propanone	Metabolic pathways
path:map00500	cpd:C00208	Maltose; Malt sugar; alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose	Starch and sucrose metabolism
path:map01100	cpd:C00208	Maltose; Malt sugar; alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose	Metabolic pathways
NA	cpd:C00208	Maltose; Malt sugar; alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose	NA
NA	cpd:C00208	Maltose; Malt sugar; alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose	NA
NA	cpd:C00208	Maltose; Malt sugar; alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose	NA
NA	cpd:C00208	Maltose; Malt sugar; alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose	NA
NA	cpd:C00208	Maltose; Malt sugar; alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose	NA
path:map00230	cpd:C00209	Oxalate; Oxalic acid; Ethanedioic acid	Purine metabolism
path:map00625	cpd:C00209	Oxalate; Oxalic acid; Ethanedioic acid	Chloroalkane and chloroalkene degradation
path:map00630	cpd:C00209	Oxalate; Oxalic acid; Ethanedioic acid	Glyoxylate and dicarboxylate metabolism
path:map01100	cpd:C00209	Oxalate; Oxalic acid; Ethanedioic acid	Metabolic pathways
path:map01120	cpd:C00209	Oxalate; Oxalic acid; Ethanedioic acid	Microbial metabolism in diverse environments
NA	cpd:C00210	Cobamide	NA
NA	cpd:C00211	Collagen	NA
path:map00230	cpd:C00212	Adenosine	Purine metabolism
path:map01100	cpd:C00212	Adenosine	Metabolic pathways
NA	cpd:C00212	Adenosine	NA
NA	cpd:C00212	Adenosine	NA
NA	cpd:C00212	Adenosine	NA
NA	cpd:C00212	Adenosine	NA
NA	cpd:C00212	Adenosine	NA
NA	cpd:C00212	Adenosine	NA
NA	cpd:C00212	Adenosine	NA
NA	cpd:C00212	Adenosine	NA
NA	cpd:C00212	Adenosine	NA
NA	cpd:C00212	Adenosine	NA
path:map00260	cpd:C00213	Sarcosine; N-Methylglycine	Glycine, serine and threonine metabolism
path:map00330	cpd:C00213	Sarcosine; N-Methylglycine	Arginine and proline metabolism
path:map01100	cpd:C00213	Sarcosine; N-Methylglycine	Metabolic pathways
path:map00240	cpd:C00214	Thymidine; Deoxythymidine	Pyrimidine metabolism
path:map01100	cpd:C00214	Thymidine; Deoxythymidine	Metabolic pathways
NA	cpd:C00215	Nucleotide	NA
NA	cpd:C00216	D-Arabinose	NA
path:map00471	cpd:C00217	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid	D-Glutamine and D-glutamate metabolism
path:map01100	cpd:C00217	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid	Metabolic pathways
path:map00680	cpd:C00218	Methylamine; Methanamine	Methane metabolism
path:map01120	cpd:C00218	Methylamine; Methanamine	Microbial metabolism in diverse environments
path:map01200	cpd:C00218	Methylamine; Methanamine	Carbon metabolism
path:map00590	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	Arachidonic acid metabolism
path:map00591	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	Linoleic acid metabolism
path:map01040	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	Biosynthesis of unsaturated fatty acids
path:map01100	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	Metabolic pathways
NA	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	NA
NA	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	NA
NA	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	NA
NA	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	NA
NA	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	NA
NA	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	NA
NA	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	NA
NA	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	NA
NA	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	NA
NA	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	NA
NA	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	NA
NA	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	NA
NA	cpd:C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	NA
