module	compound	compound_name	module_name
M00101	cpd:C05108	14-Demethyllanosterol	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
M00101	cpd:C15808	4alpha-Methylzymosterol-4-carboxylate	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
M00101	cpd:C15816	3-Keto-4-methylzymosterol	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
M00101	cpd:C05103	4alpha-Methylzymosterol	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
M00101	cpd:C22112	4alpha-Carboxy-5alpha-cholesta-8,24-dien-3beta-ol	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
M00101	cpd:C22136	Zymosterone	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
M00101	cpd:C05437	Zymosterol	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
M00101	cpd:C03845	5alpha-Cholest-8-en-3beta-ol	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
M00101	cpd:C01189	Lathosterol	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
M00101	cpd:C01164	7-Dehydrocholesterol	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
M00101	cpd:C00187	Cholesterol	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
M00102	cpd:C05437	Zymosterol	Ergocalciferol biosynthesis
M00102	cpd:C04525	Fecosterol	Ergocalciferol biosynthesis
M00102	cpd:C15777	Episterol	Ergocalciferol biosynthesis
M00102	cpd:C15778	5,7,24(28)-Ergostatrienol	Ergocalciferol biosynthesis
M00102	cpd:C05440	Ergosta-5,7,22,24(28)-tetraen-3beta-ol	Ergocalciferol biosynthesis
M00102	cpd:C01694	Ergosterol	Ergocalciferol biosynthesis
M00102	cpd:C05441	Vitamin D2	Ergocalciferol biosynthesis
M00103	cpd:C01164	Cholesta-5,7-dien-3beta-ol	Cholecalciferol biosynthesis
M00103	cpd:C05443	Vitamin D3	Cholecalciferol biosynthesis
M00103	cpd:C01561	Calcidiol	Cholecalciferol biosynthesis
M00103	cpd:C01673	Calcitriol	Cholecalciferol biosynthesis
M00104	cpd:C00187	Cholesterol	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C03594	7alpha-Hydroxycholesterol	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C05455	7alpha-Hydroxycholest-4-en-3-one	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C17339	4-Cholesten-7alpha,12alpha-diol-3-one	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C05453	7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C05454	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C05446	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C01301	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C04722	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C15613	(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C17343	(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C05460	(24E)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C15614	(24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C05467	3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C01794	Choloyl-CoA	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C00695	Cholic acid	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C05451	7alpha-Hydroxy-5beta-cholestan-3-one	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C05452	3alpha,7alpha-Dihydroxy-5beta-cholestane	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C05444	3alpha,7alpha,26-Trihydroxy-5beta-cholestane	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C05445	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C04554	3alpha,7alpha-Dihydroxy-5beta-cholestanate	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C17345	(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C17346	(25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C05447	(24E)-3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C05448	(24R,25R)-3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C05449	3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C05337	Chenodeoxycholoyl-CoA	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00104	cpd:C02528	Chenodeoxycholate	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
M00106	cpd:C00695	Cholic acid	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate
M00106	cpd:C01794	Choloyl-CoA	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate
M00106	cpd:C05122	Taurocholate	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate
M00106	cpd:C01921	Glycocholate	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate
M00107	cpd:C00187	Cholesterol	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone
M00107	cpd:C05500	20alpha-Hydroxycholesterol	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone
M00107	cpd:C05501	20alpha,22beta-Dihydroxycholesterol	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone
M00107	cpd:C05502	22beta-Hydroxycholesterol	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone
M00107	cpd:C01953	Pregnenolone	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone
M00107	cpd:C00410	Progesterone	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone
M00108	cpd:C00410	Progesterone	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone
M00108	cpd:C03205	11-Deoxycorticosterone	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone
M00108	cpd:C02140	Corticosterone	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone
M00108	cpd:C01124	18-Hydroxycorticosterone	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone
M00108	cpd:C01780	Aldosterone	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone
M00109	cpd:C00410	Progesterone	C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone
M00109	cpd:C01176	17alpha-Hydroxyprogesterone	C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone
M00109	cpd:C05488	11-Deoxycortisol	C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone
M00109	cpd:C00735	Cortisol	C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone
M00109	cpd:C00762	Cortisone	C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone
M00110	cpd:C01953	Pregnenolone	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone
M00110	cpd:C05138	17alpha-Hydroxypregnenolone	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone
M00110	cpd:C01227	Dehydroepiandrosterone	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone
M00110	cpd:C00280	Androstenedione	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone
M00110	cpd:C05290	19-Hydroxyandrost-4-ene-3,17-dione	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone
M00110	cpd:C05297	19-Oxoandrost-4-ene-3,17-dione	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone
M00110	cpd:C00468	Estrone	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone
M00112	cpd:C05427	Phytyl diphosphate	Tocopherol/tocotorienol biosynthesis
M00112	cpd:C00544	Homogentisate	Tocopherol/tocotorienol biosynthesis
M00112	cpd:C15882	2-Methyl-6-phytylquinol	Tocopherol/tocotorienol biosynthesis
M00112	cpd:C15883	2,3-Dimethyl-5-phytylquinol	Tocopherol/tocotorienol biosynthesis
M00112	cpd:C02483	gamma-Tocopherol	Tocopherol/tocotorienol biosynthesis
M00112	cpd:C02477	alpha-Tocopherol	Tocopherol/tocotorienol biosynthesis
M00112	cpd:C14151	delta-Tocopherol	Tocopherol/tocotorienol biosynthesis
M00112	cpd:C14152	beta-Tocopherol	Tocopherol/tocotorienol biosynthesis
M00112	cpd:C00353	Geranylgeranyl diphosphate	Tocopherol/tocotorienol biosynthesis
M00112	cpd:C20737	6-Geranylgeranyl-2-methylbenzene-1,4-diol	Tocopherol/tocotorienol biosynthesis
M00112	cpd:C20738	6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol	Tocopherol/tocotorienol biosynthesis
M00112	cpd:C14155	gamma-Tocotrienol	Tocopherol/tocotorienol biosynthesis
M00112	cpd:C14153	alpha-Tocotrienol	Tocopherol/tocotorienol biosynthesis
M00112	cpd:C14156	delta-Tocotrienol	Tocopherol/tocotorienol biosynthesis
M00112	cpd:C14154	beta-Tocotrienol	Tocopherol/tocotorienol biosynthesis
M00113	cpd:C06427	(9Z,12Z,15Z)-Octadecatrienoic acid	Jasmonic acid biosynthesis
M00113	cpd:C04785	13(S)-HPOT	Jasmonic acid biosynthesis
M00113	cpd:C04672	12,13(S)-EOT	Jasmonic acid biosynthesis
M00113	cpd:C01226	12-OPDA	Jasmonic acid biosynthesis
M00113	cpd:C04780	OPC-8:0	Jasmonic acid biosynthesis
M00113	cpd:C16327	OPC8-CoA	Jasmonic acid biosynthesis
M00113	cpd:C16328	trans-2-Enoyl-OPC8-CoA	Jasmonic acid biosynthesis
M00113	cpd:C16330	3-Oxo-OPC8-CoA	Jasmonic acid biosynthesis
M00113	cpd:C16331	OPC6-CoA	Jasmonic acid biosynthesis
M00113	cpd:C16332	trans-2-Enoyl-OPC6-CoA	Jasmonic acid biosynthesis
M00113	cpd:C16334	3-Oxo-OPC6-CoA	Jasmonic acid biosynthesis
M00113	cpd:C16335	OPC4-CoA	Jasmonic acid biosynthesis
M00113	cpd:C16336	trans-2-Enoyl-OPC4-CoA	Jasmonic acid biosynthesis
M00113	cpd:C16338	3-Oxo-OPC4-CoA	Jasmonic acid biosynthesis
M00113	cpd:C16339	(+)-7-Isojasmonic acid CoA	Jasmonic acid biosynthesis
M00113	cpd:C16317	(+)-7-Isojasmonic acid	Jasmonic acid biosynthesis
M00113	cpd:C08491	(-)-Jasmonic acid	Jasmonic acid biosynthesis
M00114	cpd:C00668	alpha-D-Glucose 6-phosphate 	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
M00114	cpd:C05345	beta-D-Fructose 6-phosphate	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
M00114	cpd:C00275	D-Mannose 6-phosphate	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
M00114	cpd:C00636	D-Mannose 1-phosphate	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
M00114	cpd:C00096	GDP-mannose	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
M00114	cpd:C02280	GDP-L-galactose	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
M00114	cpd:C15926	L-Galactose 1-phosphate	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
M00114	cpd:C01825	L-Galactose	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
M00114	cpd:C01115	L-Galactono-1,4-lactone	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
M00114	cpd:C00072	Ascorbate	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
M00115	cpd:C00049	L-Aspartate	NAD biosynthesis, aspartate => NAD
M00115	cpd:C05840	Iminoaspartate	NAD biosynthesis, aspartate => NAD
M00115	cpd:C03722	Pyridine-2,3-dicarboxylate	NAD biosynthesis, aspartate => NAD
M00115	cpd:C01185	Nicotinate D-ribonucleotide	NAD biosynthesis, aspartate => NAD
M00115	cpd:C00857	Deamino-NAD+	NAD biosynthesis, aspartate => NAD
M00115	cpd:C00003	NAD+	NAD biosynthesis, aspartate => NAD
M00116	cpd:C00251	Chorismate	Menaquinone biosynthesis, chorismate => menaquinol
M00116	cpd:C00885	Isochorismate	Menaquinone biosynthesis, chorismate => menaquinol
M00116	cpd:C16519	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate	Menaquinone biosynthesis, chorismate => menaquinol
M00116	cpd:C05817	(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate	Menaquinone biosynthesis, chorismate => menaquinol
M00116	cpd:C02730	2-Succinylbenzoate	Menaquinone biosynthesis, chorismate => menaquinol
M00116	cpd:C03160	2-Succinylbenzoyl-CoA	Menaquinone biosynthesis, chorismate => menaquinol
M00116	cpd:C15547	1,4-Dihydroxy-2-naphthoyl-CoA	Menaquinone biosynthesis, chorismate => menaquinol
M00116	cpd:C03657	1,4-Dihydroxy-2-naphthoate	Menaquinone biosynthesis, chorismate => menaquinol
M00116	cpd:C05847	all-trans-Polyprenyl diphosphate	Menaquinone biosynthesis, chorismate => menaquinol
M00116	cpd:C19847	Demethylmenaquinol	Menaquinone biosynthesis, chorismate => menaquinol
M00116	cpd:C05819	Menaquinol	Menaquinone biosynthesis, chorismate => menaquinol
M00117	cpd:C00251	Chorismate	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
M00117	cpd:C00156	4-Hydroxybenzoate	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
M00117	cpd:C05848	4-Hydroxy-3-polyprenylbenzoate	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
M00117	cpd:C05807	2-Polyprenylphenol	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
M00117	cpd:C17551	2-Polyprenyl-6-hydroxyphenol	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
M00117	cpd:C17552	2-Polyprenyl-6-methoxyphenol	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
M00117	cpd:C17560	2-Polyprenyl-6-methoxy-1,4-benzoquinone	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
M00117	cpd:C17561	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
M00117	cpd:C17562	2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
M00117	cpd:C00399	Ubiquinone	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
M00118	cpd:C00025	L-Glutamate	Glutathione biosynthesis, glutamate => glutathione
M00118	cpd:C00669	gamma-L-Glutamyl-L-cysteine	Glutathione biosynthesis, glutamate => glutathione
M00118	cpd:C00051	Glutathione	Glutathione biosynthesis, glutamate => glutathione
M00119	cpd:C00183	L-Valine	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
M00119	cpd:C00141	3-Methyl-2-oxobutanoic acid	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
M00119	cpd:C00966	2-Dehydropantoate	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
M00119	cpd:C00522	(R)-Pantoate	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
M00119	cpd:C00049	L-Aspartate	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
M00119	cpd:C00099	beta-Alanine	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
M00119	cpd:C00864	Pantothenate	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
M00120	cpd:C00864	Pantothenate	Coenzyme A biosynthesis, pantothenate => CoA
M00120	cpd:C03492	D-4'-Phosphopantothenate	Coenzyme A biosynthesis, pantothenate => CoA
M00120	cpd:C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	Coenzyme A biosynthesis, pantothenate => CoA
M00120	cpd:C01134	Pantetheine 4'-phosphate	Coenzyme A biosynthesis, pantothenate => CoA
M00120	cpd:C00882	Dephospho-CoA	Coenzyme A biosynthesis, pantothenate => CoA
M00120	cpd:C00010	CoA	Coenzyme A biosynthesis, pantothenate => CoA
M00121	cpd:C00025	L-Glutamate	Heme biosynthesis, plants and bacteria, glutamate => heme
M00121	cpd:C02987	L-Glutamyl-tRNA(Glu)	Heme biosynthesis, plants and bacteria, glutamate => heme
M00121	cpd:C03741	(S)-4-Amino-5-oxopentanoate	Heme biosynthesis, plants and bacteria, glutamate => heme
M00121	cpd:C00430	5-Aminolevulinate	Heme biosynthesis, plants and bacteria, glutamate => heme
M00121	cpd:C00931	Porphobilinogen	Heme biosynthesis, plants and bacteria, glutamate => heme
M00121	cpd:C01024	Hydroxymethylbilane	Heme biosynthesis, plants and bacteria, glutamate => heme
M00121	cpd:C01051	Uroporphyrinogen III	Heme biosynthesis, plants and bacteria, glutamate => heme
M00121	cpd:C03263	Coproporphyrinogen III	Heme biosynthesis, plants and bacteria, glutamate => heme
M00121	cpd:C01079	Protoporphyrinogen IX	Heme biosynthesis, plants and bacteria, glutamate => heme
M00121	cpd:C02191	Protoporphyrin	Heme biosynthesis, plants and bacteria, glutamate => heme
M00121	cpd:C00032	Heme	Heme biosynthesis, plants and bacteria, glutamate => heme
M00122	cpd:C06505	Cob(I)yrinate a,c diamide	Cobalamin biosynthesis, cobinamide => cobalamin
M00122	cpd:C06506	Adenosyl cobyrinate a,c diamide	Cobalamin biosynthesis, cobinamide => cobalamin
M00122	cpd:C06507	Adenosyl cobyrinate hexaamide	Cobalamin biosynthesis, cobinamide => cobalamin
M00122	cpd:C06508	Adenosyl cobinamide	Cobalamin biosynthesis, cobinamide => cobalamin
M00122	cpd:C06509	Adenosyl cobinamide phosphate	Cobalamin biosynthesis, cobinamide => cobalamin
M00122	cpd:C06510	Adenosine-GDP-cobinamide	Cobalamin biosynthesis, cobinamide => cobalamin
M00122	cpd:C03114	Dimethylbenzimidazole	Cobalamin biosynthesis, cobinamide => cobalamin
M00122	cpd:C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	Cobalamin biosynthesis, cobinamide => cobalamin
M00122	cpd:C05775	alpha-Ribazole	Cobalamin biosynthesis, cobinamide => cobalamin
M00122	cpd:C00194	Cobamide coenzyme	Cobalamin biosynthesis, cobinamide => cobalamin
M00123	cpd:C19845	Pimelyl-[acyl-carrier protein]	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
M00123	cpd:C01092	8-Amino-7-oxononanoate	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
M00123	cpd:C01063	6-Carboxyhexanoyl-CoA	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
M00123	cpd:C01037	7,8-Diaminononanoate	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
M00123	cpd:C01909	Dethiobiotin	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
M00123	cpd:C00120	Biotin	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
M00124	cpd:C00279	D-Erythrose 4-phosphate	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
M00124	cpd:C03393	4-Phospho-D-erythronate	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
M00124	cpd:C06054	2-Oxo-3-hydroxy-4-phosphobutanoate	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
M00124	cpd:C06055	O-Phospho-4-hydroxy-L-threonine	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
M00124	cpd:C07335	2-Amino-3-oxo-4-phosphonooxybutyrate	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
M00124	cpd:C11638	3-Amino-2-oxopropyl phosphate	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
M00124	cpd:C00627	Pyridoxine phosphate	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
M00124	cpd:C00018	Pyridoxal phosphate	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
M00125	cpd:C00044	GTP	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
M00125	cpd:C01304	2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
M00125	cpd:C01268	5-Amino-6-(5'-phosphoribosylamino)uracil	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
M00125	cpd:C04454	5-Amino-6-(5'-phosphoribitylamino)uracil	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
M00125	cpd:C04732	5-Amino-6-(1-D-ribitylamino)uracil	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
M00125	cpd:C00199	D-Ribulose 5-phosphate	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
M00125	cpd:C15556	3,4-Dihydroxy-2-butanone 4-phosphate	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
M00125	cpd:C04332	6,7-Dimethyl-8-(1-D-ribityl)lumazine	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
M00125	cpd:C00255	Riboflavin	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
M00125	cpd:C00061	FMN	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
M00125	cpd:C00016	FAD	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
M00126	cpd:C00044	GTP	Tetrahydrofolate biosynthesis, GTP => THF
M00126	cpd:C05922	Formamidopyrimidine nucleoside triphosphate	Tetrahydrofolate biosynthesis, GTP => THF
M00126	cpd:C05923	2,5-Diaminopyrimidine nucleoside triphosphate	Tetrahydrofolate biosynthesis, GTP => THF
M00126	cpd:C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	Tetrahydrofolate biosynthesis, GTP => THF
M00126	cpd:C04895	7,8-Dihydroneopterin 3'-triphosphate	Tetrahydrofolate biosynthesis, GTP => THF
M00126	cpd:C04874	7,8-Dihydroneopterin	Tetrahydrofolate biosynthesis, GTP => THF
M00126	cpd:C05925	Dihydroneopterin phosphate	Tetrahydrofolate biosynthesis, GTP => THF
M00126	cpd:C01300	6-(Hydroxymethyl)-7,8-dihydropterin	Tetrahydrofolate biosynthesis, GTP => THF
M00126	cpd:C04807	6-Hydroxymethyl-7,8-dihydropterin diphosphate	Tetrahydrofolate biosynthesis, GTP => THF
M00126	cpd:C00921	Dihydropteroate	Tetrahydrofolate biosynthesis, GTP => THF
M00126	cpd:C00415	Dihydrofolate	Tetrahydrofolate biosynthesis, GTP => THF
M00126	cpd:C00101	Tetrahydrofolate	Tetrahydrofolate biosynthesis, GTP => THF
M00127	cpd:C15810	Sulfur-carrier protein	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
M00127	cpd:C15813	Adenylyl-[sulfur-carrier protein]	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
M00127	cpd:C15814	Thiocarboxy-[sulfur-carrier protein]	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
M00127	cpd:C00082	L-Tyrosine	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
M00127	cpd:C15809	Iminoglycine	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
M00127	cpd:C11437	1-Deoxy-D-xylulose 5-phosphate	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
M00127	cpd:C20246	2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
M00127	cpd:C20247	2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
M00127	cpd:C03373	Aminoimidazole ribotide	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
M00127	cpd:C04556	4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
M00127	cpd:C04752	4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
M00127	cpd:C01081	Thiamin monophosphate	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
M00127	cpd:C00068	Thiamin diphosphate	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
M00128	cpd:C00156	4-Hydroxybenzoate	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone
M00128	cpd:C05848	4-Hydroxy-3-polyprenylbenzoate	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone
M00128	cpd:C17554	3-Polyprenyl-4,5-dihydroxybenzoate	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone
M00128	cpd:C17559	3-Polyprenyl-4-hydroxy-5-methoxybenzoate	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone
M00128	cpd:C17552	2-Polyprenyl-6-methoxyphenol	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone
M00128	cpd:C17560	2-Polyprenyl-6-methoxy-1,4-benzoquinone	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone
M00128	cpd:C17561	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone
M00128	cpd:C17562	2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone
M00128	cpd:C00399	Ubiquinone	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone
M00129	cpd:C00103	D-Glucose 1-phosphate	Ascorbate biosynthesis, animals, glucose-1P => ascorbate
M00129	cpd:C00029	UDP-glucose	Ascorbate biosynthesis, animals, glucose-1P => ascorbate
