enzyme	enzyme_name	ec	module	module_name
ec:2.4.1.155	 alpha-1,3(6)-mannosylglycoprotein [EC:2.4.1.155] [RN:R05991]	2.4.1.155	M00075	N-glycan biosynthesis, complex type
ec:2.4.1.201	 alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201] [RN:R05992]	2.4.1.201	M00075	N-glycan biosynthesis, complex type
ec:2.4.1.68	 glycoprotein 6-alpha-L-fucosyltransferase [EC:2.4.1.68] [RN:R05988]	2.4.1.68	M00075	N-glycan biosynthesis, complex type
ec:2.4.1.38	 beta-1,4-galactosyltransferase [EC:2.4.1.38] [RN:R05989]	2.4.1.38	M00075	N-glycan biosynthesis, complex type
ec:2.4.99.1	 beta-galactoside alpha-2,6-sialyltransferase [EC:2.4.99.1] [RN:R05990]	2.4.99.1	M00075	N-glycan biosynthesis, complex type
ec:3.1.6.13	 iduronate 2-sulfatase [EC:3.1.6.13] [RN:R07821]	3.1.6.13	M00076	Dermatan sulfate degradation
ec:3.2.1.76	 L-iduronidase [EC:3.2.1.76] [RN:R07822]	3.2.1.76	M00076	Dermatan sulfate degradation
ec:3.1.6.12	 arylsulfatase B [EC:3.1.6.12] [RN:R07823]	3.1.6.12	M00076	Dermatan sulfate degradation
ec:3.2.1.35	 hyaluronoglucosaminidase [EC:3.2.1.35] [RN:R07824]	3.2.1.35	M00076	Dermatan sulfate degradation
ec:3.2.1.31	 beta-glucuronidase [EC:3.2.1.31]	3.2.1.31	M00076	Dermatan sulfate degradation
ec:3.1.6.12	 arylsulfatase B [EC:3.1.6.12] [RN:R07823]	3.1.6.12	M00077	Chondroitin sulfate degradation
ec:3.2.1.35	 hyaluronoglucosaminidase [EC:3.2.1.35] [RN:R07824]	3.2.1.35	M00077	Chondroitin sulfate degradation
ec:3.2.1.31	 beta-glucuronidase [EC:3.2.1.31]	3.2.1.31	M00077	Chondroitin sulfate degradation
ec:3.1.6.4	 N-acetylgalactosamine-6-sulfatase [EC:3.1.6.4]	3.1.6.4	M00077	Chondroitin sulfate degradation
ec:3.2.1.166	 heparanase  [EC:3.2.1.166 3.2.1.-] [RN:R07811]	3.2.1.166	M00078	Heparan sulfate degradation
ec:3.2.1.-	 heparanase  [EC:3.2.1.166 3.2.1.-] [RN:R07811]	3.2.1.-	M00078	Heparan sulfate degradation
ec:3.1.6.13	 iduronate 2-sulfatase [EC:3.1.6.13] [RN:R07812]	3.1.6.13	M00078	Heparan sulfate degradation
ec:3.2.1.76	 L-iduronidase [EC:3.2.1.76] [RN:R07813]	3.2.1.76	M00078	Heparan sulfate degradation
ec:3.10.1.1	 N-sulfoglucosamine sulfohydrolase [EC:3.10.1.1] [RN:R07814]	3.10.1.1	M00078	Heparan sulfate degradation
ec:2.3.1.78	 heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78] [RN:R07815]	2.3.1.78	M00078	Heparan sulfate degradation
ec:3.2.1.50	 alpha-N-acetylglucosaminidase [EC:3.2.1.50] [RN:R07816]	3.2.1.50	M00078	Heparan sulfate degradation
ec:3.2.1.31	 beta-glucuronidase [EC:3.2.1.31] [RN:R07818]	3.2.1.31	M00078	Heparan sulfate degradation
ec:3.1.6.14	 N-acetylglucosamine-6-sulfatase [EC:3.1.6.14] [RN:R07819]	3.1.6.14	M00078	Heparan sulfate degradation
ec:3.1.6.4	 N-acetylgalactosamine-6-sulfatase [EC:3.1.6.4] [RN:R07806]	3.1.6.4	M00079	Keratan sulfate degradation
ec:3.2.1.23	 beta-galactosidase [EC:3.2.1.23] [RN:R07807]	3.2.1.23	M00079	Keratan sulfate degradation
ec:3.1.6.14	 N-acetylglucosamine-6-sulfatase [EC:3.1.6.14] [RN:R07808]	3.1.6.14	M00079	Keratan sulfate degradation
ec:3.2.1.52	 beta-hexosaminidase [EC:3.2.1.52] [RN:R07809 R07810]	3.2.1.52	M00079	Keratan sulfate degradation
ec:3.1.1.11	 pectinesterase [EC:3.1.1.11] [RN:R02362]	3.1.1.11	M00081	Pectin degradation
ec:3.2.1.15	 polygalacturonase [EC:3.2.1.15] [RN:R02360]	3.2.1.15	M00081	Pectin degradation
ec:3.2.1.67	 galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67] [RN:R07413]	3.2.1.67	M00081	Pectin degradation
ec:6.4.1.2	 acetyl-CoA carboxylase / biotin carboxylase [EC:6.4.1.2] [RN:R00742]	6.4.1.2	M00082	Fatty acid biosynthesis, initiation
ec:6.4.1.2	 acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2] [RN:R00742]	6.4.1.2	M00082	Fatty acid biosynthesis, initiation
ec:6.4.1.2	 acetyl-/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2] [RN:R00742]	6.4.1.2	M00082	Fatty acid biosynthesis, initiation
ec:6.4.1.2	 acetyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2] [RN:R00742]	6.4.1.2	M00082	Fatty acid biosynthesis, initiation
ec:6.4.1.2	 acetyl/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2] [RN:R00742]	6.4.1.2	M00082	Fatty acid biosynthesis, initiation
ec:2.3.1.85	 fatty-acid synthase [EC:2.3.1.85] [RN:R01626 R01624 R04355]	2.3.1.85	M00082	Fatty acid biosynthesis, initiation
ec:2.3.1.86	 fatty-acyl-CoA synthase [EC:2.3.1.86] [RN:R01626 R01624 R04355]	2.3.1.86	M00082	Fatty acid biosynthesis, initiation
ec:2.3.1.-	 fatty acid synthase, bacteria type [EC:2.3.1.-] [RN:R01626 R01624 R04355]	2.3.1.-	M00082	Fatty acid biosynthesis, initiation
ec:2.3.1.39	 [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39] [RN:R01626]	2.3.1.39	M00082	Fatty acid biosynthesis, initiation
ec:2.3.1.180	 acetoacetyl-[acyl-carrier protein] synthase [EC:2.3.1.180] [RN:R10707]	2.3.1.180	M00082	Fatty acid biosynthesis, initiation
ec:2.3.1.85	 fatty acid synthase, animal type [EC:2.3.1.85] [RN:R04355 R04533 R04428 R04430 R04952 R04953 R04954 R04956 R04957 R04536 R04537 R04959 R04960 R04534 R04535 R04962 R04963 R04964 R04965 R04725 R04726 R04566 R04568 R04967 R04968 R04543 R04544 R04970]	2.3.1.85	M00083	Fatty acid biosynthesis, elongation
ec:2.3.1.86	 fatty acid synthase, fungi type [EC:2.3.1.86] [RN:R04355 R04533 R04428 R04430 R04952 R04953 R04954 R04956 R04957 R04536 R04537 R04959 R04960 R04534 R04535 R04962 R04963 R04964 R04965 R04725 R04726 R04566 R04568 R04967 R04968 R04543 R04544 R04970]	2.3.1.86	M00083	Fatty acid biosynthesis, elongation
ec:2.3.1.-	 fatty acid synthase, actinobacteria type [EC:2.3.1.-] [RN:R04355 R04533 R04428 R04429 R04952 R04953 R04954 R04955 R04957 R04536 R04537 R04958 R04960 R04534 R04535 R04961 R04963 R04964 R04965 R04724 R04726 R04566 R04568 R04966 R04968 R04543 R04544 R04969]	2.3.1.-	M00083	Fatty acid biosynthesis, elongation
ec:2.3.1.41	 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41] [RN:R04355 R04952 R04957 R04960 R04963 R04726 R04968]	2.3.1.41	M00083	Fatty acid biosynthesis, elongation
ec:2.3.1.179	 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179] [RN:R04355 R04952 R04957 R04960 R04963 R04726 R04968]	2.3.1.179	M00083	Fatty acid biosynthesis, elongation
ec:1.1.1.100	 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100] [RN:R04533 R04953 R04536 R04534 R04964 R04566 R04543]	1.1.1.100	M00083	Fatty acid biosynthesis, elongation
ec:4.2.1.59	 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59] [RN:R04428 R04954 R04537 R04535 R04965 R04568 R04544]	4.2.1.59	M00083	Fatty acid biosynthesis, elongation
ec:1.3.1.9	 enoyl-[acyl-carrier protein] reductase [EC:1.3.1.9 1.3.1.104] [RN:R04429 R04430 R04955 R04956 R04958 R04959 R04961 R04962 R04724 R04725 R04966 R04967 R04969 R04970]	1.3.1.9	M00083	Fatty acid biosynthesis, elongation
ec:1.3.1.104	 enoyl-[acyl-carrier protein] reductase [EC:1.3.1.9 1.3.1.104] [RN:R04429 R04430 R04955 R04956 R04958 R04959 R04961 R04962 R04724 R04725 R04966 R04967 R04969 R04970]	1.3.1.104	M00083	Fatty acid biosynthesis, elongation
ec:2.3.1.16	 acetyl-CoA acyltransferase [EC:2.3.1.16] [RN:R00391 R01177 R04747 R03778 R04742 R03858 R03991]	2.3.1.16	M00085	Fatty acid elongation in mitochondria
ec:1.1.1.35	 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35] [RN:R01778 R04748 R04745 R04743]	1.1.1.35	M00085	Fatty acid elongation in mitochondria
ec:4.2.1.17	 enoyl-CoA hydratase [EC:4.2.1.17] [RN:R02685 R04749 R04746 R04744 R04170 R04740 R04738]	4.2.1.17	M00085	Fatty acid elongation in mitochondria
ec:4.2.1.17	 enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211] [RN:R02685 R01778 R04749 R04748 R04746 R04745 R04744 R04743 R04170 R04741 R04740 R04739 R04738 R04737]	4.2.1.17	M00085	Fatty acid elongation in mitochondria
ec:1.1.1.211	 enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211] [RN:R02685 R01778 R04749 R04748 R04746 R04745 R04744 R04743 R04170 R04741 R04740 R04739 R04738 R04737]	1.1.1.211	M00085	Fatty acid elongation in mitochondria
ec:1.3.1.38	 trans-2-enoyl-CoA reductase [EC:1.3.1.38] [RN:R07162 R06985 R03776 R04753 R03856 R03989 R01278]	1.3.1.38	M00085	Fatty acid elongation in mitochondria
ec:6.2.1.3	 long-chain fatty-acid-CoA ligase [EC:6.2.1.3] [RN:R01280]	6.2.1.3	M00086	beta-Oxidation, acyl-CoA synthesis
ec:6.2.1.3	 long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3] [RN:R01280]	6.2.1.3	M00086	beta-Oxidation, acyl-CoA synthesis
ec:1.3.3.6	 acyl-CoA oxidase [EC:1.3.3.6] [RN:R01279 R03990 R03857 R04754 R03777 R04751 R01175]	1.3.3.6	M00087	beta-Oxidation
ec:1.3.8.7	 acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R01279 R03990 R03857 R04754 R03777 R04751 R01175]	1.3.8.7	M00087	beta-Oxidation
ec:1.3.8.8	 long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8] [RN:R01279 R03990 R03857 R04754 R03777 R04751 R01175]	1.3.8.8	M00087	beta-Oxidation
ec:1.3.99.-	 acyl-CoA dehydrogenase [EC:1.3.99.-] [RN:R01279 R03990 R03857 R04754 R03777 R04751 R01175]	1.3.99.-	M00087	beta-Oxidation
ec:1.3.8.9	 very long chain acyl-CoA dehydrogenase [EC:1.3.8.9] [RN:R01279 R03990 R03857 R04754 R03777 R04751 R01175]	1.3.8.9	M00087	beta-Oxidation
ec:4.2.1.17	 enoyl-CoA hydratase [EC:4.2.1.17] [RN:R04738 R04740 R04170 R04744 R04746 R04749 R03026]	4.2.1.17	M00087	beta-Oxidation
ec:1.1.1.35	 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35] [RN:R04737 R04739 R04741 R04743 R04745 R04748 R01975]	1.1.1.35	M00087	beta-Oxidation
ec:1.1.1.35	 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	1.1.1.35	M00087	beta-Oxidation
ec:4.2.1.17	 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	4.2.1.17	M00087	beta-Oxidation
ec:5.1.2.3	 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	5.1.2.3	M00087	beta-Oxidation
ec:5.3.3.8	 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	5.3.3.8	M00087	beta-Oxidation
ec:4.2.1.17	 enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	4.2.1.17	M00087	beta-Oxidation
ec:1.1.1.35	 enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	1.1.1.35	M00087	beta-Oxidation
ec:5.3.3.8	 enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	5.3.3.8	M00087	beta-Oxidation
ec:4.2.1.17	 enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	4.2.1.17	M00087	beta-Oxidation
ec:1.1.1.211	 enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	1.1.1.211	M00087	beta-Oxidation
ec:4.2.1.17	 enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	4.2.1.17	M00087	beta-Oxidation
ec:1.1.1.35	 enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	1.1.1.35	M00087	beta-Oxidation
ec:1.1.1.211	 enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]	1.1.1.211	M00087	beta-Oxidation
ec:2.3.1.16	 acetyl-CoA acyltransferase [EC:2.3.1.16] [RN:R03991 R03858 R04742 R03778 R04747 R01177 R00238]	2.3.1.16	M00087	beta-Oxidation
ec:2.3.1.9	 acetyl-CoA C-acetyltransferase [EC:2.3.1.9] [RN:R00238]	2.3.1.9	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
ec:2.3.3.10	 hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10] [RN:R01978]	2.3.3.10	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
ec:4.1.3.4	 hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4] [RN:R01360]	4.1.3.4	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
ec:1.1.1.30	 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30] [RN:R01361]	1.1.1.30	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
ec:4.1.1.4	 acetoacetate decarboxylase [EC:4.1.1.4] [RN:R01366]	4.1.1.4	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
ec:2.3.1.15	 glycerol 3-phosphate acyltransferase [EC:2.3.1.15] [RN:R00851]	2.3.1.15	M00089	Triacylglycerol biosynthesis
ec:2.3.1.51	 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	2.3.1.51	M00089	Triacylglycerol biosynthesis
ec:3.1.3.4	 phosphatidate phosphatase [EC:3.1.3.4] [RN:R02239]	3.1.3.4	M00089	Triacylglycerol biosynthesis
ec:3.1.3.81	 diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.1.3.81 3.1.3.4] [RN:R02239]	3.1.3.81	M00089	Triacylglycerol biosynthesis
ec:3.1.3.4	 diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.1.3.81 3.1.3.4] [RN:R02239]	3.1.3.4	M00089	Triacylglycerol biosynthesis
ec:2.3.1.20	 diacylglycerol O-acyltransferase [EC:2.3.1.20] [RN:R02251]	2.3.1.20	M00089	Triacylglycerol biosynthesis
ec:2.7.1.32	 choline kinase [EC:2.7.1.32] [RN:R01021]	2.7.1.32	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC
ec:2.7.7.15	 choline-phosphate cytidylyltransferase [EC:2.7.7.15] [RN:R01890]	2.7.7.15	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC
ec:2.7.8.2	 diacylglycerol cholinephosphotransferase [EC:2.7.8.2] [RN:R01321]	2.7.8.2	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC
ec:2.1.1.17	 phosphatidylethanolamine N-methyltransferase [EC:2.1.1.17] [RN:R02056]	2.1.1.17	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC
ec:2.1.1.71	 phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71] [RN:R03424 R01320]	2.1.1.71	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC
ec:2.7.1.82	 ethanolamine kinase [EC:2.7.1.82] [RN:R01468]	2.7.1.82	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE
ec:2.7.7.14	 ethanolamine-phosphate cytidylyltransferase [EC:2.7.7.14] [RN:R02038]	2.7.7.14	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE
ec:2.7.8.1	 ethanolaminephosphotransferase [EC:2.7.8.1] [RN:R02057]	2.7.8.1	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE
ec:2.7.7.41	 phosphatidate cytidylyltransferase [EC:2.7.7.41] [RN:R01799]	2.7.7.41	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
ec:2.7.8.8	 phosphatidylserine synthase [EC:2.7.8.8] [RN:R01800]	2.7.8.8	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
ec:4.1.1.65	 phosphatidylserine decarboxylase [EC:4.1.1.65] [RN:R02055]	4.1.1.65	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
ec:2.3.1.50	 serine palmitoyltransferase [EC:2.3.1.50] [RN:R01281]	2.3.1.50	M00094	Ceramide biosynthesis
ec:1.1.1.102	 3-dehydrosphinganine reductase [EC:1.1.1.102] [RN:R02978]	1.1.1.102	M00094	Ceramide biosynthesis
ec:2.3.1.24	 acyl-CoA-dependent ceramide synthase [EC:2.3.1.24] [RN:R06517]	2.3.1.24	M00094	Ceramide biosynthesis
ec:2.3.1.291	 sphingoid base N-palmitoyltransferase [EC:2.3.1.291]	2.3.1.291	M00094	Ceramide biosynthesis
ec:1.14.19.17	 sphingolipid 4-desaturase [EC:1.14.19.17] [RN:R06519]	1.14.19.17	M00094	Ceramide biosynthesis
ec:2.3.1.9	 acetyl-CoA C-acetyltransferase [EC:2.3.1.9] [RN:R00238]	2.3.1.9	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
ec:2.3.3.10	 hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10] [RN:R01978]	2.3.3.10	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
ec:1.1.1.34	 3-hydroxy-3-methylglutaryl-CoA reductase [EC:1.1.1.34] [RN:R02082]	1.1.1.34	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
ec:2.7.1.36	 mevalonate kinase [EC:2.7.1.36] [RN:R02245]	2.7.1.36	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
ec:2.7.4.2	 phosphomevalonate kinase [EC:2.7.4.2] [RN:R03245]	2.7.4.2	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
ec:4.1.1.33	 diphosphomevalonate decarboxylase [EC:4.1.1.33] [RN:R01121]	4.1.1.33	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
ec:5.3.3.2	 isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2] [RN:R01123]	5.3.3.2	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
ec:2.2.1.7	 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7] [RN:R05636]	2.2.1.7	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:1.1.1.267	 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267] [RN:R05688]	1.1.1.267	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:2.7.7.60	 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60] [RN:R05633]	2.7.7.60	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:2.7.1.148	 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148] [RN:R05634]	2.7.1.148	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:4.6.1.12	 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12] [RN:R05637]	4.6.1.12	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:1.17.7.1	 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3] [RN:R08689 R10859]	1.17.7.1	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:1.17.7.3	 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3] [RN:R08689 R10859]	1.17.7.3	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:1.17.7.4	 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [EC:1.17.7.4] [RN:R05884]	1.17.7.4	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:5.3.3.2	 isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2] [RN:R01123]	5.3.3.2	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
ec:2.5.1.32	 phytoene synthase [EC:2.5.1.32] [RN:R02065 R04218]	2.5.1.32	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene
ec:1.3.5.5	 15-cis-phytoene desaturase [EC:1.3.5.5] [RN:R09653 R09654]	1.3.5.5	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene
ec:5.2.1.12	 zeta-carotene isomerase [EC:5.2.1.12] [RN:R09655]	5.2.1.12	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene
ec:1.3.5.6	 zeta-carotene desaturase [EC:1.3.5.6] [RN:R09656 R09658]	1.3.5.6	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene
ec:5.2.1.13	 prolycopene isomerase [EC:5.2.1.13] [RN:R07512]	5.2.1.13	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene
ec:5.5.1.19	 lycopene beta-cyclase [EC:5.5.1.19] [RN:R05341 R03824]	5.5.1.19	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene
ec:3.1.1.3	 triacylglycerol lipase [EC:3.1.1.3] [RN:R02250 R02687]	3.1.1.3	M00098	Acylglycerol degradation
ec:3.1.1.23	 acylglycerol lipase [EC:3.1.1.23] [RN:R01351]	3.1.1.23	M00098	Acylglycerol degradation
ec:2.3.1.50	 serine palmitoyltransferase [EC:2.3.1.50] [RN:R01281]	2.3.1.50	M00099	Sphingosine biosynthesis
ec:1.1.1.102	 3-dehydrosphinganine reductase [EC:1.1.1.102] [RN:R02978]	1.1.1.102	M00099	Sphingosine biosynthesis
ec:2.3.1.24	 Acyl-CoA-dependent ceramide synthase [EC:2.3.1.24] [RN:R06517]	2.3.1.24	M00099	Sphingosine biosynthesis
ec:2.3.1.291	 sphingoid base N-palmitoyltransferase [EC:2.3.1.291]	2.3.1.291	M00099	Sphingosine biosynthesis
ec:1.14.19.17	 sphingolipid 4-desaturase [EC:1.14.19.17] [RN:R06519]	1.14.19.17	M00099	Sphingosine biosynthesis
ec:3.5.1.23	 ceramidase [EC:3.5.1.23] [RN:R01494]	3.5.1.23	M00099	Sphingosine biosynthesis
ec:2.7.1.91	 sphingosine kinase [EC:2.7.1.91] [RN:R01926]	2.7.1.91	M00100	Sphingosine degradation
ec:4.1.2.27	 sphinganine-1-phosphate aldolase [EC:4.1.2.27] [RN:R06516]	4.1.2.27	M00100	Sphingosine degradation
ec:5.4.99.7	 lanosterol synthase [EC:5.4.99.7] [RN:R03199]	5.4.99.7	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:1.14.14.154	 sterol 14alpha-demethylase [EC:1.14.14.154] [RN:R05640]	1.14.14.154	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:1.3.1.70	 delta14-sterol reductase [EC:1.3.1.70] [RN:R05639]	1.3.1.70	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:1.14.18.9	 methylsterol monooxygenase [EC:1.14.18.9] [RN:R07509 R12403]	1.14.18.9	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:1.1.1.170	 sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170] [RN:R07494 R12404]	1.1.1.170	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:1.1.1.270	 3-keto steroid reductase [EC:1.1.1.270] [RN:R07495 R12405]	1.1.1.270	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:1.3.1.72	 delta24-sterol reductase [EC:1.3.1.72] [RN:R07498]	1.3.1.72	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:5.3.3.5	 cholestenol delta-isomerase [EC:5.3.3.5] [RN:R03353]	5.3.3.5	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
ec:1.14.19.20	 delta7-sterol 5-desaturase [EC:1.14.19.20] [RN:R07215]	1.14.19.20	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol
